year,coo_id,coa_id,coo_name,coa_name,coo,coa,coo_iso,coa_iso,f_0_4,f_5_11,f_12_17,f_18_59,f_60,f_other,f_total,m_0_4,m_5_11,m_12_17,m_18_59,m_60,m_other,m_total,total
2015,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353
2016,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427
2017,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
2018,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438
2019,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,47,47,0,0,0,0,0,46,46,529
2020,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,19,19,0,0,0,0,0,40,40,502
2021,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487
2022,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,29386,29386,0,0,0,0,0,15138,15138,44989
2023,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,143,1668,5633,12020,6528,6,25998,143,1668,5632,11979,6152,11,25585,51583
2022,200,196,Ukraine,Türkiye,UKR,TUR,UKR,TUR,70,179,152,800,329,0,1530,62,166,145,172,114,0,659,4957
2023,200,196,Ukraine,Türkiye,UKR,TUR,UKR,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3232
2002,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2003,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2004,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2005,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2006,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2007,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2008,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2009,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2010,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2011,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2012,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2013,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2014,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2015,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2016,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2017,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2018,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
2019,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
2020,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
2021,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
2022,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,5,0,15,0,0,20,0,0,17,66,0,0,83,350
2023,69,202,Palestinian,United States of America,GAZ,USA,PSE,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
2003,69,72,Palestinian,Germany,GAZ,GFR,PSE,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2010,69,72,Palestinian,Germany,GAZ,GFR,PSE,DEU,0,0,0,10,0,0,10,0,0,0,0,0,0,0,10
2013,69,72,Palestinian,Germany,GAZ,GFR,PSE,DEU,19,17,8,58,0,0,102,13,19,16,125,0,0,173,275
2014,69,72,Palestinian,Germany,GAZ,GFR,PSE,DEU,23,42,28,108,10,0,211,36,45,26,320,12,0,439,650
2020,69,72,Palestinian,Germany,GAZ,GFR,PSE,DEU,69,126,115,520,42,0,872,69,146,119,1312,45,0,1691,2563
2021,69,72,Palestinian,Germany,GAZ,GFR,PSE,DEU,82,127,133,532,45,0,919,80,151,152,1578,41,0,2002,2930
2022,69,72,Palestinian,Germany,GAZ,GFR,PSE,DEU,72,118,125,481,34,0,830,64,151,126,1783,34,8,2166,2996
2023,69,72,Palestinian,Germany,GAZ,GFR,PSE,DEU,86,139,139,630,50,0,1044,82,189,158,2461,48,0,2938,3991
2001,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,24,24,0,0,0,0,0,54,54,78
2002,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,24,24,0,0,0,0,0,55,55,79
2003,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,24,24,0,0,0,0,0,52,52,76
2004,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
2005,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,24,24,0,0,0,0,0,57,57,81
2006,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,27,27,0,0,0,0,0,59,59,86
2007,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,28,28,0,0,0,0,0,69,69,97
2008,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,58,58,0,0,0,0,0,160,160,218
2009,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304
2010,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,106,106,0,0,0,0,0,282,282,388
2011,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,57,57,0,0,0,0,0,161,161,218
2012,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,66,66,0,0,0,0,0,186,186,252
2013,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,90,90,0,0,0,0,0,224,224,357
2014,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,122,122,0,0,0,0,0,292,292,501
2015,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,181,181,0,0,0,0,0,384,384,727
2016,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,253,253,0,0,0,0,0,452,452,860
2017,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,302,302,0,0,0,0,0,511,511,1012
2018,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,349,349,0,0,0,0,0,591,591,1211
2019,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,429,429,0,0,0,0,0,680,680,1339
2020,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,55,55,0,0,0,0,0,122,122,1433
2021,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
2022,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,896,896,0,0,0,0,0,1203,1203,2196
2023,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,947,947,0,0,0,0,0,1289,1289,2326
2001,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,5,5,0,0,0,0,0,10,10,15
2002,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,5,5,0,0,0,0,0,11,11,16
2003,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,5,5,0,0,0,0,0,15,15,20
2004,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,5,5,0,0,0,0,0,15,15,20
2005,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,5,5,0,0,0,0,0,16,16,21
2006,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,8,8,0,0,0,0,0,18,18,26
2007,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,18,18,0,0,0,0,0,38,38,56
2008,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,32,32,0,0,0,0,0,46,46,78
2009,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,28,28,0,0,0,0,0,42,42,70
2010,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,9,5,5,24,0,12,55,5,15,7,106,0,17,150,205
2011,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,7,14,25,0,12,58,5,12,10,119,0,14,160,218
2012,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,6,11,8,33,0,14,72,5,10,5,126,5,34,185,257
2013,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,11,11,0,0,0,0,0,13,13,24
2014,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,9,9,0,0,0,0,0,9,9,18
2014,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2015,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820
2016,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356
2017,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425
2018,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634
2019,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,252,252,0,0,0,0,0,462,462,1881
2020,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,272,272,0,0,0,0,0,426,426,1954
2021,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,144,144,0,0,0,0,0,344,344,1810
2022,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,87,87,0,0,0,0,0,168,168,1607
2023,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,25,81,69,399,26,55,655,22,71,83,542,18,116,852,1507
2003,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2004,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2005,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
2006,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2007,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2008,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244
2009,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
2010,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388
2011,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387
2012,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455
2013,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483
2014,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567
2015,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594
2016,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628
2017,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724
2018,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795
2019,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,85,85,0,0,0,0,0,260,260,953
2020,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,139,139,0,0,0,0,0,296,296,1082
2021,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147
2022,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272
2023,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,6,39,77,199,63,0,384,5,27,96,301,63,0,492,1203
2001,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
2002,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,7,0,0,7,0,0,0,25,0,0,25,55
2003,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,5,0,0,5,0,0,9,72,0,0,81,143
2004,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2005,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2006,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2007,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2008,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2009,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2010,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2011,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2012,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2013,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
2014,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2015,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
2016,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679
2017,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228
2018,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532
2019,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,397,397,0,0,0,0,0,1133,1133,4286
2020,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,154,154,0,0,0,0,0,370,370,5247
2021,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,98,98,0,0,0,0,0,287,287,5893
2022,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,0,0,0,0,0,130,130,0,0,0,0,0,984,984,8628
2023,69,76,Palestinian,Greece,GAZ,GRE,PSE,GRC,864,1022,562,3381,93,166,6088,686,1219,1045,5045,71,1111,9177,15265
2001,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2002,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2003,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2004,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2005,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2006,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
2007,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
2008,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
2009,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532
2010,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,10,10,0,0,0,0,0,50,50,808
2011,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402
2012,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514
2013,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607
2014,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753
2015,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794
2016,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018
2017,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188
2018,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254
2019,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176
2020,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826
2021,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,30,30,0,0,0,0,0,108,108,854
2022,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,21,21,0,0,0,0,0,105,105,868
2023,69,94,Palestinian,Italy,GAZ,ITA,PSE,ITA,0,0,0,0,0,20,20,0,0,0,0,0,97,97,943
2001,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2002,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2003,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2009,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2010,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,8,8,0,0,0,0,0,33,33,152
2011,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
2012,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
2013,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458
2014,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645
2015,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818
2016,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420
2017,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177
2018,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3561
2019,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,285,285,0,0,0,0,0,1100,1100,2569
2020,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,243,243,0,0,0,0,0,297,297,1835
2021,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761
2022,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,471,471,0,0,0,0,0,991,991,1462
2023,69,173,Palestinian,Spain,GAZ,SPA,PSE,ESP,0,0,0,0,0,475,475,0,0,0,0,0,1019,1019,1494
2012,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2014,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2015,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2017,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2018,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2019,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
2021,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2022,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2023,69,155,Palestinian,Portugal,GAZ,POR,PSE,PRT,0,0,0,6,0,0,6,0,0,0,6,0,0,6,12
2001,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,5,0,0,12,0,0,17,0,0,5,20,0,0,25,42
2002,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,0,0,0,5,0,0,5,0,0,5,16,0,0,21,33
2003,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,0,0,0,5,0,0,5,0,0,0,18,0,0,18,23
2004,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,0,0,0,6,0,0,6,0,0,0,28,0,0,28,34
2005,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,0,0,11,0,0,0,11,6,0,7,15,0,0,28,39
2006,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,0,14,0,8,0,0,22,0,13,0,44,0,0,57,79
2007,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,16,30,26,76,0,0,148,18,38,10,178,0,0,244,392
2008,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,10,26,42,42,0,0,120,0,26,24,116,0,0,166,286
2009,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,18,18,54,72,0,0,162,12,26,40,92,0,0,170,332
2010,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,5,5,10,28,0,0,48,5,7,21,61,0,0,94,142
2011,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,5,17,24,42,0,0,88,13,16,18,94,0,0,141,229
2012,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,16,40,50,75,5,0,186,18,40,43,134,0,0,235,421
2013,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,32,65,59,189,17,0,362,37,43,59,262,9,0,410,1051
2014,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,50,83,75,354,27,0,589,51,94,76,444,39,0,704,1293
2015,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,51,96,93,473,44,0,757,32,131,101,626,51,0,941,1698
2016,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,54,105,106,492,64,0,821,54,147,95,648,70,0,1014,1835
2017,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,61,92,98,519,65,0,835,31,142,106,612,67,0,958,1793
2018,69,196,Palestinian,Türkiye,GAZ,TUR,PSE,TUR,55,99,96,520,53,0,823,34,172,110,586,71,0,973,1796
2001,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956
2002,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4120
2003,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3723
2004,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3467
2005,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479
2006,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5315
